pclass,age,sibsp,parch,fare,survived,sex_male,embarked_Q,embarked_S,pclass_ordinal,fare_per_class_unit,family_size,class_fare_interaction,fare_log,age_group,survived_label,class_label,age_zscore,fare_zscore,is_alone,high_fare,fare_quartile,class_survival_rate
2,39.4,0,0,7.68,0,True,False,True,2,3.84,1,-0.9179888840632108,2.1610215286722587,Middle-Aged,Did Not Survive,2nd Class,0.8769,-0.4587,1,0,Q2_mid_low,0.4615
1,28.4,0,0,179.96,0,True,True,False,3,59.98666666666667,1,9.495893628507217,5.198276012367811,Adult,Did Not Survive,1st Class,-0.0298,3.1635,1,1,Q4_high,0.6343
3,23.9,5,3,2.14,0,False,True,False,1,2.14,9,-0.5755406426517108,1.144222799920162,Adult,Did Not Survive,3rd Class,-0.4007,-0.5752,0,0,Q1_low,0.2439
3,28.4,1,1,40.45,1,True,False,True,1,40.45,3,0.2303952681346135,3.724487881581304,Adult,Survived,3rd Class,-0.0298,0.2303,0,1,Q4_high,0.2439
3,28.4,0,3,1.5,1,True,False,True,1,1.5,4,-0.5890044636619757,0.9162907318741552,Adult,Survived,3rd Class,-0.0298,-0.5887,0,0,Q1_low,0.2439
3,40.9,1,0,16.5,0,True,False,True,1,16.5,2,-0.2734461587338925,2.862200880929469,Middle-Aged,Did Not Survive,3rd Class,1.0005,-0.2733,0,1,Q3_mid_high,0.2439
3,29.2,2,0,1.0,0,True,False,True,1,1.0,3,-0.5995230738262451,0.6931471805599453,Adult,Did Not Survive,3rd Class,0.0362,-0.5992,0,0,Q1_low,0.2439
3,37.8,1,0,2.77,0,True,False,False,1,2.77,2,-0.5622871938447314,1.3270750014599193,Middle-Aged,Did Not Survive,3rd Class,0.745,-0.562,0,0,Q1_low,0.2439
1,25.0,0,1,15.93,0,True,True,False,3,5.31,2,-0.8563121229634791,2.829087196145044,Adult,Did Not Survive,1st Class,-0.31,-0.2853,0,1,Q3_mid_high,0.6343
3,16.5,1,0,2.01,0,True,False,True,1,2.01,2,-0.5782754812944209,1.1019400787607845,Youth,Did Not Survive,3rd Class,-1.0106,-0.5779,0,0,Q1_low,0.2439
3,22.5,0,1,53.86,0,False,False,True,1,53.86,2,0.5125043927403198,4.004784485509457,Adult,Did Not Survive,3rd Class,-0.5161,0.5122,0,1,Q4_high,0.2439
3,40.0,0,0,13.92,0,True,False,True,1,13.92,1,-0.3277221871815228,2.702702594775615,Middle-Aged,Did Not Survive,3rd Class,0.9263,-0.3275,1,1,Q3_mid_high,0.2439
3,22.7,0,0,44.33,0,True,False,False,1,44.33,1,0.3120196830093443,3.813969064952758,Adult,Did Not Survive,3rd Class,-0.4996,0.3118,1,1,Q4_high,0.2439
1,80.0,0,1,35.16,1,True,False,True,3,11.72,2,0.3573251177899283,3.587953535523976,Senior,Survived,1st Class,4.2233,0.119,0,1,Q4_high,0.6343
1,40.4,3,0,73.41,0,True,False,True,3,24.47,4,2.771346150489764,4.309590341409169,Middle-Aged,Did Not Survive,1st Class,0.9593,0.9233,0,1,Q4_high,0.6343
1,36.5,0,0,24.7,1,False,False,False,3,8.233333333333333,1,-0.3028228561196214,3.246490991901174,Middle-Aged,Survived,1st Class,0.6379,-0.1009,1,1,Q3_mid_high,0.6343
1,28.4,0,2,223.84,0,False,False,False,3,74.61333333333333,3,12.265233312556074,5.415389038133874,Adult,Did Not Survive,1st Class,-0.0298,4.0861,0,1,Q4_high,0.6343
1,28.4,1,0,5.0,0,True,False,False,3,1.6666666666666667,2,-1.5461225775362688,1.791759469228055,Adult,Did Not Survive,1st Class,-0.0298,-0.5151,0,0,Q1_low,0.6343
3,28.4,3,1,3.06,0,False,False,True,1,3.06,5,-0.5561863999494551,1.4011829736136412,Adult,Did Not Survive,3rd Class,-0.0298,-0.5559,0,0,Q1_low,0.2439
2,43.9,0,0,14.71,1,True,False,True,2,7.355,1,-0.6222055662439543,2.75429745226753,Middle-Aged,Survived,2nd Class,1.2478,-0.3109,1,1,Q3_mid_high,0.4615
3,40.1,1,0,6.34,0,True,False,True,1,6.34,2,-0.4871843172718476,1.993338842626424,Middle-Aged,Did Not Survive,3rd Class,0.9346,-0.4869,0,0,Q2_mid_low,0.2439
2,32.5,2,2,13.72,0,True,False,True,2,6.86,5,-0.6638592624944613,2.6892071133007303,Adult,Did Not Survive,2nd Class,0.3082,-0.3317,0,1,Q3_mid_high,0.4615
2,28.4,0,0,8.41,0,False,False,True,2,4.205,1,-0.8872745423835442,2.2417729535972883,Adult,Did Not Survive,2nd Class,-0.0298,-0.4434,1,0,Q2_mid_low,0.4615
3,51.6,1,0,13.41,0,False,True,False,1,13.41,2,-0.3384511695490777,2.667922410011431,Middle-Aged,Did Not Survive,3rd Class,1.8825,-0.3383,0,1,Q3_mid_high,0.2439
3,28.4,3,0,2.4,1,True,True,False,1,2.4,4,-0.5700709653662908,1.2237754316221157,Adult,Survived,3rd Class,-0.0298,-0.5697,0,0,Q1_low,0.2439
2,18.1,0,0,5.0,1,True,False,True,2,2.5,1,-1.0307483850241792,1.791759469228055,Adult,Survived,2nd Class,-0.8787,-0.5151,1,0,Q1_low,0.4615
3,28.4,0,2,4.85,0,False,False,True,1,4.85,3,-0.5185297755613705,1.766441661243765,Adult,Did Not Survive,3rd Class,-0.0298,-0.5182,0,0,Q1_low,0.2439
3,28.4,0,0,1.82,1,True,False,True,1,1.82,1,-0.5822725531568432,1.0367368849500225,Adult,Survived,3rd Class,-0.0298,-0.5819,1,0,Q1_low,0.2439
1,26.4,0,0,116.6,0,True,False,True,3,38.86666666666667,1,5.497138788458546,4.767289035464526,Adult,Did Not Survive,1st Class,-0.1946,1.8313,1,1,Q4_high,0.6343
1,31.4,0,0,32.55,0,False,False,True,3,10.85,1,0.1926036826174689,3.5130368634176907,Adult,Did Not Survive,1st Class,0.2175,0.0642,1,1,Q4_high,0.6343
3,1.0,0,0,6.45,1,True,True,False,1,6.45,1,-0.4848702230357083,2.0082140323914683,Child,Survived,3rd Class,-2.2882,-0.4846,1,0,Q2_mid_low,0.2439
3,25.2,0,0,8.59,0,True,True,False,1,8.59,1,-0.439850571532635,2.2607208888953467,Adult,Did Not Survive,3rd Class,-0.2935,-0.4396,1,0,Q2_mid_low,0.2439
1,35.1,1,0,21.22,0,True,False,False,3,7.073333333333333,2,-0.5224514363495673,3.100992784211484,Middle-Aged,Did Not Survive,1st Class,0.5225,-0.1741,0,1,Q3_mid_high,0.6343
3,42.0,0,1,9.83,0,True,False,False,1,9.83,2,-0.4137644183252468,2.382320061012899,Middle-Aged,Did Not Survive,3rd Class,1.0912,-0.4135,0,0,Q2_mid_low,0.2439
3,37.0,1,4,5.59,1,False,False,True,1,5.59,6,-0.5029622325182517,1.885553348514416,Middle-Aged,Survived,3rd Class,0.6791,-0.5027,0,0,Q2_mid_low,0.2439
1,38.9,0,1,9.02,1,True,False,False,3,3.0066666666666664,2,-1.29241370037409,2.3045830956567186,Middle-Aged,Survived,1st Class,0.8357,-0.4306,0,0,Q2_mid_low,0.6343
1,38.2,0,1,253.5879999999993,0,True,False,False,3,84.5293333333331,2,14.142679003556154,5.539646552255254,Middle-Aged,Did Not Survive,1st Class,0.778,4.7116,0,1,Q4_high,0.6343
1,42.5,0,0,253.5879999999993,1,False,False,True,3,84.5293333333331,1,14.142679003556154,5.539646552255254,Middle-Aged,Survived,1st Class,1.1324,4.7116,1,1,Q4_high,0.6343
1,53.2,0,1,14.55,1,True,False,True,3,4.8500000000000005,2,-0.94340621512363,2.744060638625243,Middle-Aged,Survived,1st Class,2.0143,-0.3143,0,1,Q3_mid_high,0.6343
3,16.2,0,0,2.14,0,True,True,False,1,2.14,1,-0.5755406426517108,1.144222799920162,Youth,Did Not Survive,3rd Class,-1.0353,-0.5752,1,0,Q1_low,0.2439
2,33.0,1,0,72.83,1,False,False,True,2,36.415,2,1.8231609247454044,4.3017651530710745,Adult,Survived,2nd Class,0.3494,0.9111,0,1,Q4_high,0.4615
1,35.0,0,0,15.28,1,False,False,False,3,5.093333333333333,1,-0.8973347026041301,2.789937360574394,Adult,Survived,1st Class,0.5142,-0.2989,1,1,Q3_mid_high,0.6343
3,21.0,5,0,10.49,0,False,False,False,1,10.49,6,-0.3998798529084112,2.4414770918606643,Adult,Did Not Survive,3rd Class,-0.6397,-0.3997,0,0,Q2_mid_low,0.2439
2,28.4,1,0,38.79,0,False,False,True,2,19.395,2,0.3909469647784779,3.683615624438837,Adult,Did Not Survive,2nd Class,-0.0298,0.1954,0,1,Q4_high,0.4615
1,33.6,0,0,87.17,1,False,False,True,3,29.05666666666667,1,3.6397626056518497,4.479266769098936,Adult,Survived,1st Class,0.3988,1.2126,1,1,Q4_high,0.6343
2,21.6,0,0,10.16,0,False,True,False,2,5.08,1,-0.8136442712336581,2.412335956953165,Adult,Did Not Survive,2nd Class,-0.5902,-0.4066,1,0,Q2_mid_low,0.4615
3,23.8,0,0,10.19,1,False,False,True,1,10.19,1,-0.4061910190069728,2.4150205223238337,Adult,Survived,3rd Class,-0.4089,-0.406,1,0,Q2_mid_low,0.2439
3,28.4,0,1,21.98,0,False,False,True,1,21.98,2,-0.1581621913334995,3.1346242724206097,Adult,Did Not Survive,3rd Class,-0.0298,-0.1581,0,1,Q3_mid_high,0.2439
3,30.2,2,1,2.65,0,False,False,True,1,2.65,4,-0.5648116602841561,1.2947271675944,Adult,Did Not Survive,3rd Class,0.1186,-0.5645,0,0,Q1_low,0.2439
2,23.2,0,0,40.23,1,True,False,True,2,20.115,1,0.4515341593246698,3.7191661467188086,Adult,Survived,2nd Class,-0.4584,0.2256,1,1,Q4_high,0.4615
3,17.7,0,1,3.63,0,True,False,False,1,3.63,2,-0.544195184362188,1.5325568680981427,Youth,Did Not Survive,3rd Class,-0.9117,-0.5439,0,0,Q1_low,0.2439
2,24.1,0,2,5.82,1,False,False,True,2,2.91,3,-0.9962473436853756,1.9198594718553708,Adult,Survived,2nd Class,-0.3842,-0.4978,0,0,Q2_mid_low,0.4615
3,16.5,2,1,3.71,1,True,False,True,1,3.71,4,-0.5425122067359048,1.5496879080283263,Youth,Survived,3rd Class,-1.0106,-0.5422,0,0,Q1_low,0.2439
3,1.0,0,0,4.59,0,True,False,False,1,4.59,1,-0.5239994528467906,1.7209792871670078,Child,Did Not Survive,3rd Class,-2.2882,-0.5237,1,0,Q1_low,0.2439
3,14.1,0,0,5.29,1,True,False,True,1,5.29,1,-0.5092733986168134,1.8389610707123487,Youth,Survived,3rd Class,-1.2084,-0.509,1,0,Q2_mid_low,0.2439
3,10.8,0,0,1.0,0,False,False,False,1,1.0,1,-0.5995230738262451,0.6931471805599453,Child,Did Not Survive,3rd Class,-1.4804,-0.5992,1,0,Q1_low,0.2439
2,28.4,1,0,19.39,1,True,False,True,2,9.695,2,-0.4252971839688304,3.015044584586364,Adult,Survived,2nd Class,-0.0298,-0.2125,0,1,Q3_mid_high,0.4615
1,28.4,0,0,11.1,1,True,False,True,3,3.7,1,-1.1611414455240077,2.4932054526026954,Adult,Survived,1st Class,-0.0298,-0.3868,1,0,Q2_mid_low,0.6343
1,67.3,0,0,239.6,0,False,False,True,3,79.86666666666666,1,13.259873089689393,5.483135803540579,Senior,Did Not Survive,1st Class,3.1765,4.4175,1,1,Q4_high,0.6343
3,26.3,1,0,3.61,1,True,False,True,1,3.61,2,-0.5446159287687588,1.5282278570085572,Adult,Survived,3rd Class,-0.2029,-0.5443,0,0,Q1_low,0.2439
3,28.4,0,0,3.9,0,True,False,True,1,3.9,1,-0.5385151348734825,1.589235205116581,Adult,Did Not Survive,3rd Class,-0.0298,-0.5382,1,0,Q1_low,0.2439
3,35.1,0,0,24.44,0,False,False,False,1,24.44,1,-0.1064106293252938,3.2363227384719213,Middle-Aged,Did Not Survive,3rd Class,0.5225,-0.1064,1,1,Q3_mid_high,0.2439
3,30.9,0,1,16.69,1,False,False,True,1,16.69,2,-0.2694490868714702,2.872999508171694,Adult,Survived,3rd Class,0.1763,-0.2693,0,1,Q3_mid_high,0.2439
3,1.0,0,0,19.87,0,True,False,True,1,19.87,1,-0.2025507262267165,3.038312721089109,Child,Did Not Survive,3rd Class,-2.2882,-0.2024,1,1,Q3_mid_high,0.2439
3,33.5,0,0,1.46,1,False,False,True,1,1.46,1,-0.5898459524751173,0.9001613499442714,Adult,Survived,3rd Class,0.3906,-0.5895,1,0,Q1_low,0.2439
1,18.0,0,2,253.5879999999993,1,True,False,True,3,84.5293333333331,3,14.142679003556154,5.539646552255254,Youth,Survived,1st Class,-0.887,4.7116,0,1,Q4_high,0.6343
3,13.5,1,1,1.76,0,False,False,False,1,1.76,3,-0.5835347863765555,1.015230679729059,Youth,Did Not Survive,3rd Class,-1.2579,-0.5832,0,0,Q1_low,0.2439
2,41.9,0,1,32.35,0,False,False,False,2,16.175,2,0.1199875669468972,3.507057772361633,Middle-Aged,Did Not Survive,2nd Class,1.0829,0.06,0,1,Q4_high,0.4615
1,26.5,0,0,12.08,0,False,False,False,3,4.026666666666666,1,-1.0992920177581031,2.5710843460290524,Adult,Did Not Survive,1st Class,-0.1864,-0.3662,1,1,Q3_mid_high,0.6343
3,29.4,0,3,17.22,0,True,True,False,1,17.22,4,-0.2582993600973446,2.902519891831812,Adult,Did Not Survive,3rd Class,0.0527,-0.2582,0,1,Q3_mid_high,0.2439
3,40.3,1,1,1.0,0,False,True,False,1,1.0,3,-0.5995230738262451,0.6931471805599453,Middle-Aged,Did Not Survive,3rd Class,0.9511,-0.5992,0,0,Q1_low,0.2439
1,28.4,0,0,240.04,0,False,False,False,3,80.01333333333334,1,13.287642220523065,5.484962894822046,Adult,Did Not Survive,1st Class,-0.0298,4.4267,1,1,Q4_high,0.6343
1,38.2,0,0,132.65,1,True,False,True,3,44.21666666666667,1,6.510080947277694,4.895224442584928,Middle-Aged,Survived,1st Class,0.778,2.1688,1,1,Q4_high,0.6343
1,25.6,0,0,15.43,1,False,False,False,3,5.1433333333333335,1,-0.8878679534562877,2.799108932049177,Adult,Survived,1st Class,-0.2606,-0.2958,1,1,Q3_mid_high,0.6343
3,2.4,1,0,9.43,0,False,False,True,1,9.43,2,-0.4221793064566624,2.344686269012681,Child,Did Not Survive,3rd Class,-2.1728,-0.4219,0,0,Q2_mid_low,0.2439
3,43.9,2,0,41.17,0,False,False,True,1,41.17,3,0.2455420667711615,3.741709067758468,Middle-Aged,Did Not Survive,3rd Class,1.2478,0.2454,0,1,Q4_high,0.2439
3,15.0,2,0,4.74,0,True,False,True,1,4.74,3,-0.5208438697975097,1.747459210331475,Youth,Did Not Survive,3rd Class,-1.1342,-0.5205,0,0,Q1_low,0.2439
3,28.4,0,0,12.08,1,False,False,True,1,12.08,1,-0.3664306725860343,2.5710843460290524,Adult,Survived,3rd Class,-0.0298,-0.3662,1,1,Q3_mid_high,0.2439
2,32.4,0,1,39.7,0,False,False,True,2,19.85,2,0.4292347057764188,3.7062280924485496,Adult,Did Not Survive,2nd Class,0.2999,0.2145,0,1,Q4_high,0.4615
1,28.4,2,1,53.78,1,False,False,True,3,17.926666666666666,4,1.5324642453421102,4.0033251638349325,Adult,Survived,1st Class,-0.0298,0.5105,0,1,Q4_high,0.6343
2,31.6,2,0,32.1,1,True,False,False,2,16.05,3,0.1094689567826278,3.4995332823830174,Adult,Survived,2nd Class,0.234,0.0547,0,1,Q4_high,0.4615
3,5.1,0,0,1.0,0,True,False,True,1,1.0,1,-0.5995230738262451,0.6931471805599453,Child,Did Not Survive,3rd Class,-1.9502,-0.5992,1,0,Q1_low,0.2439
2,26.5,0,0,14.06,1,True,False,True,2,7.03,1,-0.6495539526710549,2.7120422223717475,Adult,Survived,2nd Class,-0.1864,-0.3246,1,1,Q3_mid_high,0.4615
3,33.6,0,0,18.02,0,True,False,False,1,18.02,1,-0.2414695838345135,2.9454910571172443,Adult,Did Not Survive,3rd Class,0.3988,-0.2413,1,1,Q3_mid_high,0.2439
2,31.2,1,1,16.27,0,False,False,True,2,8.135,3,-0.5565694388189131,2.848970892158587,Adult,Did Not Survive,2nd Class,0.201,-0.2781,0,1,Q3_mid_high,0.4615
1,49.6,3,2,144.11,0,True,False,False,3,48.03666666666667,6,7.23334058217286,4.977492075503002,Middle-Aged,Did Not Survive,1st Class,1.7176,2.4098,0,1,Q4_high,0.6343
2,28.2,1,0,22.04,0,False,False,True,2,11.02,2,-0.3137999162275744,3.1372318358276905,Adult,Did Not Survive,2nd Class,-0.0463,-0.1568,0,1,Q3_mid_high,0.4615
3,39.4,0,1,16.61,0,False,False,True,1,16.61,2,-0.2711320644977533,2.8684669225081145,Middle-Aged,Did Not Survive,3rd Class,0.8769,-0.271,0,1,Q3_mid_high,0.2439
2,1.0,0,1,5.0,1,True,False,True,2,2.5,2,-1.0307483850241792,1.791759469228055,Child,Survived,2nd Class,-2.2882,-0.5151,0,0,Q1_low,0.4615
2,14.3,0,1,6.09,1,False,False,False,2,3.045,2,-0.9848872447079644,1.958685340544036,Youth,Survived,2nd Class,-1.1919,-0.4922,0,0,Q2_mid_low,0.4615
1,46.7,0,2,231.64,1,True,False,False,3,77.21333333333332,3,12.75750426824388,5.449492194345154,Middle-Aged,Survived,1st Class,1.4786,4.2501,0,1,Q4_high,0.6343
3,31.4,3,0,9.63,1,False,False,True,1,9.63,4,-0.4179718623909547,2.363680192353857,Adult,Survived,3rd Class,0.2175,-0.4177,0,0,Q2_mid_low,0.2439
3,46.1,0,0,5.88,0,False,False,True,1,5.88,1,-0.4968614386229754,1.928618651945252,Middle-Aged,Did Not Survive,3rd Class,1.4291,-0.4966,1,0,Q2_mid_low,0.2439
3,27.2,0,0,4.39,0,False,False,True,1,4.39,1,-0.5282068969124983,1.6845453849209058,Adult,Did Not Survive,3rd Class,-0.1287,-0.5279,1,0,Q1_low,0.2439
3,6.8,0,0,8.16,0,True,False,False,1,8.16,1,-0.4488965762739068,2.214846178686039,Child,Did Not Survive,3rd Class,-1.8101,-0.4486,1,0,Q2_mid_low,0.2439
3,10.5,0,0,2.31,0,True,True,False,1,2.31,1,-0.5719643151958592,1.1969481893889715,Child,Did Not Survive,3rd Class,-1.5051,-0.5716,1,0,Q1_low,0.2439
3,26.1,0,4,1.97,1,True,False,True,1,1.97,5,-0.5791169701075625,1.0885619528146082,Adult,Survived,3rd Class,-0.2193,-0.5788,0,0,Q1_low,0.2439
3,28.6,0,1,6.15,0,False,False,True,1,6.15,2,-0.4911813891342699,1.9671123567059163,Adult,Did Not Survive,3rd Class,-0.0133,-0.4909,0,0,Q2_mid_low,0.2439
2,28.4,0,1,5.0,1,True,False,True,2,2.5,2,-1.0307483850241792,1.791759469228055,Adult,Survived,2nd Class,-0.0298,-0.5151,0,0,Q1_low,0.4615
3,23.5,1,0,32.38,1,True,False,True,1,32.38,2,0.0606249000833048,3.507956918233689,Adult,Survived,3rd Class,-0.4336,0.0606,0,1,Q4_high,0.2439
3,28.4,1,0,16.64,0,True,False,True,1,16.64,2,-0.2705009478878971,2.870169050578645,Adult,Did Not Survive,3rd Class,-0.0298,-0.2703,0,1,Q3_mid_high,0.2439
3,9.5,1,1,3.1,1,False,False,True,1,3.1,3,-0.5553449111363135,1.410986973710262,Child,Survived,3rd Class,-1.5876,-0.555,0,0,Q1_low,0.2439
1,28.4,3,2,113.58,1,True,False,True,3,37.86,6,5.306541572281984,4.741273268980431,Adult,Survived,1st Class,-0.0298,1.7678,0,1,Q4_high,0.6343
3,27.7,4,0,4.17,1,False,True,False,1,4.17,5,-0.532835085384777,1.6428726885203375,Adult,Survived,3rd Class,-0.0875,-0.5325,0,0,Q1_low,0.2439
3,44.9,1,1,11.82,0,True,True,False,1,11.82,3,-0.3719003498714545,2.551006451492524,Middle-Aged,Did Not Survive,3rd Class,1.3302,-0.3717,0,1,Q3_mid_high,0.2439
3,65.0,4,1,1.0,1,False,False,True,1,1.0,6,-0.5995230738262451,0.6931471805599453,Senior,Survived,3rd Class,2.9869,-0.5992,0,0,Q1_low,0.2439
3,35.3,0,4,30.94,0,False,False,True,1,30.94,5,0.0303313028102088,3.4638591427868666,Middle-Aged,Did Not Survive,3rd Class,0.539,0.0303,0,1,Q4_high,0.2439
3,35.4,0,1,1.02,0,True,False,True,1,1.02,2,-0.5991023294196743,0.7030975114131134,Middle-Aged,Did Not Survive,3rd Class,0.5472,-0.5988,0,0,Q1_low,0.2439
1,28.4,0,0,72.32,1,True,False,True,3,24.106666666666666,1,2.702554440015442,4.294833422971505,Adult,Survived,1st Class,-0.0298,0.9003,1,1,Q4_high,0.6343
3,31.1,1,5,11.95,0,True,True,False,1,11.95,7,-0.3691655112287444,2.5610957881455465,Adult,Did Not Survive,3rd Class,0.1928,-0.369,0,1,Q3_mid_high,0.2439
3,28.2,0,0,24.03,0,False,False,True,1,24.03,1,-0.1150358896599948,3.2200751054436827,Adult,Did Not Survive,3rd Class,-0.0463,-0.115,1,1,Q3_mid_high,0.2439
3,39.0,0,1,2.04,0,True,False,False,1,2.04,2,-0.5776443646845647,1.1118575154181305,Middle-Aged,Did Not Survive,3rd Class,0.8439,-0.5773,0,0,Q1_low,0.2439
3,26.9,0,0,1.0,1,True,False,True,1,1.0,1,-0.5995230738262451,0.6931471805599453,Adult,Survived,3rd Class,-0.1534,-0.5992,1,0,Q1_low,0.2439
2,1.0,0,0,7.26,0,True,False,True,2,3.63,1,-0.9356601491391836,2.1114245875328868,Child,Did Not Survive,2nd Class,-2.2882,-0.4676,1,0,Q2_mid_low,0.4615
1,44.8,1,1,68.74,0,True,False,False,3,22.91333333333333,3,2.476614693686934,4.2447740412475055,Middle-Aged,Did Not Survive,1st Class,1.322,0.8251,0,1,Q4_high,0.6343
2,29.7,1,0,14.98,0,False,False,True,2,7.49,2,-0.6108454672665433,2.7713379403381286,Adult,Did Not Survive,2nd Class,0.0774,-0.3053,0,1,Q3_mid_high,0.4615
3,22.8,1,0,10.83,0,True,False,True,1,10.83,2,-0.3927271979967079,2.470638677990296,Adult,Did Not Survive,3rd Class,-0.4913,-0.3925,0,0,Q2_mid_low,0.2439
1,26.5,0,0,19.7,1,True,False,True,3,6.566666666666666,1,-0.6183811610477046,3.030133700271324,Adult,Survived,1st Class,-0.1864,-0.206,1,1,Q3_mid_high,0.6343
2,32.2,0,0,35.85,1,True,False,True,2,17.925,1,0.2672481092466694,3.6068556186353455,Adult,Survived,2nd Class,0.2834,0.1335,1,1,Q4_high,0.4615
1,35.8,0,0,13.37,1,False,False,True,3,4.456666666666666,1,-1.0178779750866576,2.6651427000909336,Middle-Aged,Survived,1st Class,0.5802,-0.3391,1,1,Q3_mid_high,0.6343
2,46.0,0,0,16.21,0,True,False,True,2,8.105,1,-0.5590939052583377,2.845490610223448,Middle-Aged,Did Not Survive,2nd Class,1.4209,-0.2794,1,1,Q3_mid_high,0.4615
3,13.1,1,2,12.09,0,True,False,True,1,12.09,4,-0.366220300382749,2.5718485799218085,Youth,Did Not Survive,3rd Class,-1.2908,-0.366,0,1,Q3_mid_high,0.2439
3,21.7,0,0,12.07,1,False,True,False,1,12.07,1,-0.3666410447893198,2.570319527636131,Adult,Survived,3rd Class,-0.582,-0.3664,1,1,Q3_mid_high,0.2439
3,29.3,1,0,3.64,0,True,False,False,1,3.64,2,-0.5439848121589025,1.534714366238164,Adult,Did Not Survive,3rd Class,0.0444,-0.5437,0,0,Q1_low,0.2439
2,36.0,0,0,5.24,1,False,True,False,2,2.62,1,-1.0206505192664808,1.8309801823813363,Middle-Aged,Survived,2nd Class,0.5966,-0.51,1,0,Q2_mid_low,0.4615
3,47.0,2,0,1.0,1,False,False,True,1,1.0,3,-0.5995230738262451,0.6931471805599453,Middle-Aged,Survived,3rd Class,1.5033,-0.5992,0,0,Q1_low,0.2439
2,52.0,0,0,52.96,1,False,False,True,2,26.48,1,0.9871417888892696,3.988243031339555,Middle-Aged,Survived,2nd Class,1.9154,0.4933,1,1,Q4_high,0.4615
3,26.7,0,2,18.57,0,True,False,True,1,18.57,3,-0.2298991126538171,2.9739977814079848,Adult,Did Not Survive,3rd Class,-0.1699,-0.2298,0,1,Q3_mid_high,0.2439
1,29.7,0,0,163.28,1,True,False,False,3,54.42666666666667,1,8.44319112326713,5.101572289088358,Adult,Survived,1st Class,0.0774,2.8128,1,1,Q4_high,0.6343
3,28.4,0,0,2.45,0,True,False,True,1,2.45,1,-0.5690191043498638,1.2383742310432684,Adult,Did Not Survive,3rd Class,-0.0298,-0.5687,1,0,Q1_low,0.2439
3,1.0,2,0,8.69,0,True,False,True,1,8.69,3,-0.4377468494997811,2.271094425902674,Child,Did Not Survive,3rd Class,-2.2882,-0.4375,0,0,Q2_mid_low,0.2439
1,28.4,0,0,67.14,1,True,False,False,3,22.38,1,2.375636036109948,4.22156441223282,Adult,Survived,1st Class,-0.0298,0.7914,1,1,Q4_high,0.6343
2,29.4,0,2,11.74,1,False,True,False,2,5.87,3,-0.7471666549954753,2.544746650144017,Adult,Survived,2nd Class,0.0527,-0.3734,0,1,Q3_mid_high,0.4615
1,43.7,0,2,86.02,0,False,False,True,3,28.67333333333333,3,3.56718419551839,4.466137977292534,Middle-Aged,Did Not Survive,1st Class,1.2313,1.1884,0,1,Q4_high,0.6343
3,28.5,0,0,11.77,0,False,False,True,1,11.77,1,-0.3729522108878814,2.547098670044448,Adult,Did Not Survive,3rd Class,-0.0215,-0.3727,1,1,Q3_mid_high,0.2439
2,30.1,0,2,9.82,0,True,False,True,2,4.91,3,-0.8279495810570645,2.381396273418336,Adult,Did Not Survive,2nd Class,0.1104,-0.4137,0,0,Q2_mid_low,0.4615
1,28.4,0,0,6.76,1,False,False,True,3,2.2533333333333334,1,-1.4350460542015837,2.048982334195127,Adult,Survived,1st Class,-0.0298,-0.4781,1,0,Q2_mid_low,0.6343
3,18.7,0,0,12.63,0,True,False,True,1,12.63,1,-0.354860201405338,2.612273245708441,Adult,Did Not Survive,3rd Class,-0.8293,-0.3547,1,1,Q3_mid_high,0.2439
1,28.4,0,0,30.3,1,False,False,False,3,10.1,1,0.0506024453998317,3.4436180975461075,Adult,Survived,1st Class,-0.0298,0.0169,1,1,Q4_high,0.6343
3,25.7,0,0,20.25,0,True,True,False,1,20.25,1,-0.1945565825018718,3.056356895370426,Adult,Did Not Survive,3rd Class,-0.2523,-0.1944,1,1,Q3_mid_high,0.2439
1,23.0,2,0,10.02,1,False,False,True,3,3.34,3,-1.2293020393884737,2.3997118037247684,Adult,Survived,1st Class,-0.4749,-0.4095,0,0,Q2_mid_low,0.6343
3,19.2,0,1,14.53,0,True,False,False,1,14.53,2,-0.3148894827811141,2.7427736371605955,Adult,Did Not Survive,3rd Class,-0.7881,-0.3147,0,1,Q3_mid_high,0.2439
1,28.9,0,0,136.79,0,True,False,True,3,45.59666666666666,1,6.771363223758145,4.925730787005811,Adult,Did Not Survive,1st Class,0.0114,2.2558,1,1,Q4_high,0.6343
1,31.8,0,0,230.97,1,True,False,True,3,76.99,1,12.715219455383522,5.446608052960179,Adult,Survived,1st Class,0.2505,4.236,1,1,Q4_high,0.6343
2,28.4,0,0,21.57,0,False,False,True,2,10.785,1,-0.3335749033364009,3.1166215908294443,Adult,Did Not Survive,2nd Class,-0.0298,-0.1667,1,1,Q3_mid_high,0.4615
3,14.7,2,2,1.0,0,True,False,True,1,1.0,5,-0.5995230738262451,0.6931471805599453,Youth,Did Not Survive,3rd Class,-1.159,-0.5992,0,0,Q1_low,0.2439
3,18.8,1,0,14.11,0,True,True,False,1,14.11,2,-0.3237251153191005,2.715356776284648,Adult,Did Not Survive,3rd Class,-0.821,-0.3235,0,1,Q3_mid_high,0.2439
1,28.4,0,0,95.63,0,True,False,False,3,31.876666666666665,1,4.173687257590165,4.570889252011217,Adult,Did Not Survive,1st Class,-0.0298,1.3904,1,1,Q4_high,0.6343
